ISIN,COMPANY_NAME,EXCHANGE_LISTING,NSE_SYMBOL,BSE_SCRIP_CD,BSE_SCRIP_ID
INE480H01011,Arex Industries Ltd,bse,,526851,AREXMIS
INE784R01023,Arfin India Limited,both nse/bse,ARFIN,539151,ARFIN
INE298I01015,Aries Agro Limited,both nse/bse,ARIES,532935,ARIES
INE021N01011,Arigato Universe Ltd,bse,,530267,ARIGATO
INE420B01036,Arihant Capital Markets Limited,both nse/bse,ARIHANTCAP,511605,ARIHANTCAP
INE413D01011,Arihant Foundations & Housing Limited,both nse/bse,ARIHANT,531381,ARIHANT
INE643K01018,Arihant Superstructures Limited,both nse/bse,ARIHANTSUP,506194,ARIHANTSUP
INE190D01015,Arihants Securities Ltd,bse,,531017,ARISE
INE0H9P01028,Arisinfra Solutions Limited,both nse/bse,ARIS,544419,ARIS
INE1D8001016,Aritas Vinyl Ltd,bse,,544683,ARITAS
INE0QRL01017,Arkade Developers Limited,both nse/bse,ARKADE,544261,ARKADE
INE109C01017,Arman Financial Services Limited,both nse/bse,ARMANFIN,531179,ARMANFIN
INE510P01018,Arman Holdings Ltd,bse,,538556,ARMAN
INE185K01036,Arnold Holdings Ltd,bse,,537069,ARNOLD
INE210C01013,Aro Granite Industries Limited,both nse/bse,AROGRANITE,513729,AROGRANITE
INE570D01018,Arrow Greentech Limited,both nse/bse,ARROWGREEN,516064,ARROWGREEN
INE0PP401015,Arrowhead Seperation Engineering Ltd,bse,,544025,ARROWHEAD
INE968D01022,Arshiya Limited,both nse/bse,ARSHIYA,506074,ARSHIYA
INE738V01013,Art Nirman Limited,nse,ARTNIRMAN,,
INE885B01014,Artefact Projects Ltd,bse,,531297,ARTEFACT
INE0D9X01018,Artemis ADR Marketplace Ltd,bse,,543286,ARTEMISADR
INE757T01025,Artemis Electricals and Projects Limited,both nse/bse,AEPL,542670,AEPL
INE025R01021,Artemis Medicare Services Limited,both nse/bse,ARTEMISMED,542919,ARTEMISMED
INE072B01027,Artificial Electronics Intelligent Material Ltd,bse,,526443,AEIM
INE133D01023,Artson Ltd,bse,,522134,ARTSON
INF194K30259,Arudha Hybrid Long- Short Fund Direct Plan-Annual IDCW,bse,,544749,ARSIFHDAD
INF194K30184,Arudha Hybrid Long- Short Fund Direct Plan-Growth,bse,,544691,ARSIFHDG
INF194K30242,Arudha Hybrid Long- Short Fund Direct Plan-Half yearly IDCW,bse,,544692,ARSIFHRHD
INF194K30010,Arudha Hybrid Long- Short Fund Regular Plan-Growth,bse,,544689,ARSIFHRG
INF194K30051,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW,bse,,544690,ARSIFHRMD
INE957C01019,Aruna Hotels Ltd,bse,,500016,ARUNAHTEL
INE485K01022,Arunjyoti Bio Ventures Ltd,bse,,530881,ABVL
INE491D01017,Arvaya Healthcare Ltd,bse,,524723,ARVAYA
INE006Z01016,Arvee Laboratories (India) Limited,nse,ARVEE,,
INE955V01021,Arvind Fashions Limited,both nse/bse,ARVINDFASN,542484,ARVINDFASN
INE034A01011,Arvind Limited,both nse/bse,ARVIND,500101,ARVIND
INE034S01021,Arvind SmartSpaces Limited,both nse/bse,ARVSMART,539301,ARVSMART
INE229R01011,Aryaman Capital Markets Ltd,bse,,538716,ARYACAPM
INE032E01017,Aryaman Financial Services Ltd,bse,,530245,ARYAMAN
INE016X01010,Aryan Share and Stock Brokers Ltd,bse,,542176,ARYAN
INE439A01020,Asahi India Glass Limited,both nse/bse,ASAHIINDIA,515030,ASAHIINDIA
INE228I01012,Asahi Songwon Colors Limited,both nse/bse,ASAHISONG,532853,ASAHISONG
INE0DN001027,Asarfi Hospital Ltd,bse,,543943,ASARFI
INE0E4I01027,Ascensive Educare Ltd,bse,,543443,ASCENSIVE
INE767M01029,Asgard Alcobev Ltd,bse,,512025,ASGARD
INE348A01023,Ashapura Minechem Limited,both nse/bse,ASHAPURMIN,527001,ASHAPURMIN
INE05FR01029,Ashapuri Gold Ornament Ltd,bse,,542579,AGOL
INE709D01012,Ashiana Agro Industries Ltd,bse,,519174,ASHAI
INE365D01021,Ashiana Housing Limited,both nse/bse,ASHIANA,523716,ASHIANA
INE094B01013,Ashika Global Securities Limited,both nse/bse,ASHIKAG,543766,ASHIKAG
INE440A01010,Ashima Limited,both nse/bse,ASHIMASYN,514286,ASHIMASYN
INE894A01026,Ashirwad Capital Ltd,bse,,512247,ASHCAP
INE338C01012,Ashirwad Steels & Industries Ltd,bse,,526847,ASHSI
INE831C01016,Ashish Polyplast Ltd,bse,,530429,ASHISHPO
INE694W01024,Ashnisha Industries Ltd,bse,,541702,ASHNI
INE372I01018,Ashnoor Textile Mills Ltd,bse,,507872,ASHNOOR
INE208A01029,Ashok Leyland Limited,both nse/bse,ASHOKLEY,500477,ASHOKLEY
INE442H01029,Ashoka Buildcon Limited,both nse/bse,ASHOKA,533271,ASHOKA
INE760Y01011,Ashoka Metcast Limited,both nse/bse,ASHOKAMET,540923,ASHOKAMET
INE293C01019,Ashram Online.Com Ltd,bse,,526187,ASHRAM
INE723K01018,Ashutosh Paper Mills Ltd,bse,,531568,ASHUTPM
INE443A01030,ASI Industries Ltd,bse,,502015,ASIIL
INE131Q01011,Asia Capital Ltd,bse,,538777,ASIACAP
INE784M01016,Asia Pack Ltd,bse,,530899,ASIAPAK
INE276G01015,Asian Energy Services Limited,both nse/bse,ASIANENE,530355,ASIANENE
INE022I01019,Asian Granito India Limited,both nse/bse,ASIANTILES,532888,ASIANTILES
INE926K01017,Asian Hotels (East) Limited,both nse/bse,AHLEAST,533227,AHLEAST
INE363A01022,Asian Hotels (North) Limited,both nse/bse,ASIANHOTNR,500023,ASIANHOTNR
INE915K01010,Asian Hotels (West) Limited,both nse/bse,AHLWEST,533221,AHLWEST
INE021A01026,Asian Paints Limited,both nse/bse,ASIANPAINT,500820,ASIANPAINT
INE810M01019,Asian Petroproducts & Exports Ltd,bse,,524434,ASINPET
INE194D01017,Asian Star Company Limited,both nse/bse,ASTAR,531847,ASTAR
INE822B01017,Asian Tea & Exports Ltd-$,bse,,519532,ASIANTNE
INE04Z101016,Asian Warehousing Ltd,bse,,543927,ASIAN
INE041B01014,Asit C Mehta Financial Services Ltd,bse,,530723,ASITCFIN
INE491J01022,ASK Automotive Limited,both nse/bse,ASKAUTOLTD,544022,ASKAUTOLTD
INE867C01010,ASM Technologies Ltd,bse,,526433,ASMTEC
INE991I01015,Aspinwall and Company Limited,nse,ASPINWALL,,
INE500C01017,Aspira Pathlab & Diagnostics Ltd,bse,,540788,ASPIRA
INE165G01010,Assam Entrade Ltd,bse,,542911,ASSAMENT
INE073G01016,Associated Alcohols & Breweries Ltd.,both nse/bse,ASALCBR,507526,ASALCBR
INE771E01010,Associated Ceramics Ltd,bse,,531168,ASSOCER
INE0RIQ01013,Associated Coaters Ltd,bse,,544183,ASSOCIATED
INE0SJX01015,Asston Pharmaceuticals Ltd,bse,,544445,APL
INE307N01014,Astal Laboratories Ltd,bse,,512600,ASTALLTD
INE563J01010,Astec LifeSciences Limited,both nse/bse,ASTEC,533138,ASTEC
INE914M01019,Aster DM Quality Care Limited,both nse/bse,ASTERDM,540975,ASTERDM
INE0TG901011,Astonea Labs Ltd,bse,,544409,ASTONEALAB
INE386C01029,Astra Microwave Products Limited,both nse/bse,ASTRAMICRO,532493,ASTRAMICRO
INE006I01046,Astral Limited,both nse/bse,ASTRAL,532830,ASTRAL
INE203A01020,AstraZeneca Pharma India Limited,both nse/bse,ASTRAZEN,506820,ASTRAZEN
INE0RUY01012,Astron Multigrain Ltd,bse,,544628,ASTRONMULT
INE646X01014,Astron Paper & Board Mill Limited,both nse/bse,ASTRON,540824,ASTRON
INE508W01018,Asutosh Enterprise Ltd,bse,,512433,ASUTENT
INE0ALR01029,Atal Realtech Limited,both nse/bse,ATALREAL,543911,ATALREAL
INE09KD01013,Atam Valves Limited,both nse/bse,ATAM,543236,ATAM
INE0XCV01014,Aten Papers & Foam Ltd,bse,,544417,ATENPAPERS
INE354E01031,Atharv Enterprises Ltd,bse,,530187,ATHARVENT
INE226801012,Atharva Poly-Plast Ltd,bse,,544812,ATHARVA
INE291R01011,Athena Constructions Ltd,bse,,539099,ATHCON
INE576B01019,Athena Global Technologies Ltd-$,bse,,517429,ATHENAGLO
INE0LEZ01016,Ather Energy Limited,both nse/bse,ATHERENERG,544397,ATHERENERG
INE011R01013,Atishay Ltd,bse,,538713,ATISHAY
INE0Z4F01028,Atlanta Electricals Limited,both nse/bse,ATLANTAELE,544527,ATLANTAELE
INE285H01022,ATLANTAA LIMITED,both nse/bse,ATLANTAA,532759,ATLANTAA
INE446A01025,Atlas Cycles (Haryana) Limited,both nse/bse,ATLASCYCLE,505029,ATLASCYCLE
INE951D01028,Atul Auto Limited,both nse/bse,ATULAUTO,531795,ATULAUTO
INE100A01010,Atul Limited,both nse/bse,ATUL,500027,ATUL
INE447A01015,ATV Projects India Ltd,bse,,500028,ATVPR
INE219M01021,Atvo Enterprises Ltd,bse,,532090,ATVOENT
INE949L01017,AU Small Finance Bank Limited,both nse/bse,AUBANK,540611,AUBANK
INE1KVL01010,Aureate Tradde Ltd,bse,,544772,AUREATE
INE132H01018,Aurionpro Solutions Limited,both nse/bse,AURIONPRO,532668,AURIONPRO
INE292C01011,Auro Laboratories Ltd,bse,,530233,AUROLAB
INE406A01037,Aurobindo Pharma Limited,both nse/bse,AUROPHARMA,524804,AUROPHARMA
INE898S01029,Aurum PropTech Limited,both nse/bse,AURUM,539289,AURUM
INE142K01011,AURUS GEM CORPORATION LIMITED,both nse/bse,AURUS,534532,AURUS
INE218C01016,Ausom Enterprise Limited,both nse/bse,AUSOMENT,509009,AUSOMENT
INE104201012,Austere Systems Ltd,bse,,544505,AUSTERE
INE759F01012,Austin Engineering Company Ltd,bse,,522005,AUSTENG
INE206F01022,Authum Investment & Infrastructure Limited,both nse/bse,AIIL,539177,AIIL
INE706C01028,Auto Pins (India) Ltd,bse,,531994,AUTOPINS
INE18HI01019,Autofurnish Ltd,bse,,544767,AFLTD
INE718H01014,Autoline Industries Limited,both nse/bse,AUTOIND,532797,AUTOIND
INE451C01013,Automobile Corporation of Goa Ltd-$,bse,,505036,ACGL
INE0NY101012,Automobile Products of India Ltd,bse,,505032,AUTOPRD
INE449A01011,Automotive Axles Limited,both nse/bse,AUTOAXLES,505010,AUTOAXLES
INE900C01027,Automotive Stampings and Assemblies Limited,both nse/bse,ASAL,520119,ASAL
INE340U01010,Autoriders International Ltd,bse,,512277,AUTOINT
INE349W01017,Avadh Sugar & Energy Limited,both nse/bse,AVADHSUGAR,540649,AVADHSUGAR
INE325G01010,Available Finance Ltd,bse,,531310,AVAILFC
INE0LCL01028,Avalon Technologies Limited,both nse/bse,AVALON,543896,AVALON
INE758A01072,Avance Technologies Ltd,bse,,512149,AVANCE
INE005B01027,Avantel Limited,both nse/bse,AVANTEL,532406,AVANTEL
INE871C01038,Avanti Feeds Limited,both nse/bse,AVANTIFEED,512573,AVANTIFEED
INE0NQ401024,Avax Apparels and Ornaments Ltd,bse,,544337,AVAX
INE09BN01011,Aveer Foods Ltd,bse,,543737,AVEER
INE192R01011,Avenue Supermarts Limited,both nse/bse,DMART,540376,DMART
INE483S01020,AvenuesAI Limited,both nse/bse,CCAVENUE,539807,CCAVENUE
INE680Z01018,AVG Logistics Limited,both nse/bse,AVG,543910,AVG
INE855F01042,Avio Smart Market Stack Limited,both nse/bse,ASMS,532694,ASMS
INE461H01011,Aviva Industries Ltd,bse,,512109,AVIVA
INE471D01019,Avon Mercantile Ltd,bse,,512265,AVONMERC
INE323B01024,Avonmore Capital & Management Services Limited,both nse/bse,AVONMORE,511589,AVONMORE
INE652Z01025,AVRO INDIA LIMITED,both nse/bse,AVROIND,543512,AVROIND
INE488D01021,AVT Natural Products Limited,both nse/bse,AVTNPL,519105,AVTNPL
INE108V01019,Awfis Space Solutions Limited,both nse/bse,AWFIS,544181,AWFIS
INE699H01024,AWL Agri Business Limited,both nse/bse,AWL,543458,AWL
INE197C01012,Axel Polymers Ltd,bse,,513642,AXELPOLY
INE238A01034,Axis Bank Limited,both nse/bse,AXISBANK,532215,AXISBANK
INF846K010Q0,AXIS BSE SENSEX ETF,bse,,543853,SENSEXAXIS
INF846K01Z12,Axis NIFTY Healthcare ETF,bse,,543348,HEALTHAXIS
INF846K016C7,Axis NIFTY India Consumption ETF,bse,,543357,CONSUMAXIS
INF846K01Y96,Axis NIFTY IT ETF,bse,,543347,ITAXIS
INF846KA1119,Axis Nifty500 Value 50 ETF,bse,,544382,VALUEAXIS
INE520G01024,Axis Solutions Ltd,bse,,511144,AXISOL
INE555B01013,AXISCADES Technologies Limited,both nse/bse,AXISCADES,532395,AXISCADES
INE02EZ01022,Axita Cotton Limited,both nse/bse,AXITA,542285,AXITA
INE767C01012,Axtel Industries Ltd,bse,,523850,AXTEL
INE501X01029,Aye Finance Limited,both nse/bse,AYE,544699,AYE
INE193B01039,AYM Syntex Limited,both nse/bse,AYMSYNTEX,508933,AYMSYNTEX
INE02IJ01035,Azad Engineering Limited,both nse/bse,AZAD,544061,AZAD
INE566M01017,Azad India Mobility Ltd,bse,,504731,AZADIND
INE0SCB01016,Aztec Fluids & Machinery Ltd,bse,,544177,AZTEC
INE489D01011,B & A Limited,both nse/bse,BNALTD,508136,BNALTD
INE00FM01013,B&A Packaging India Ltd,bse,,523186,BAPACK
INE01EE01011,B&B Triplewall Containers Limited,both nse/bse,BBTCL,543668,BBTCL
INE1LJ801017,B. D. Industries (Pune) Ltd,bse,,544468,BDI
INE350H01032,B. L. Kashyap and Sons Limited,both nse/bse,BLKASHYAP,532719,BLKASHYAP
INE116D01028,B.A.G Films and Media Limited,both nse/bse,BAGFILMS,532507,BAGFILMS
INE905P01028,B.C. Power Controls Ltd,bse,,537766,BCP
INE00ST01011,B.R.Goyal Infrastructure Ltd,bse,,544335,BRGIL
INE151B01011,B2B Software Technologies Ltd,bse,,531268,B2BSOFT
INE01FR01028,Baazar Style Retail Limited,both nse/bse,STYLEBAAZA,544243,STYLEBAAZA
INE893A01036,Baba Arts Ltd-$,bse,,532380,BABA
INE711D01018,Bacil Pharma Ltd,bse,,524516,BACPHAR
INE878I01022,Bafna Pharmaceuticals Limited,both nse/bse,BAFNAPH,532989,BAFNAPH
INE020D01022,Baid Finserv Limited,both nse/bse,BAIDFIN,511724,BAIDFIN
INE1IJQ01026,Bai-Kakaji Polymers Ltd,bse,,544670,BAIKAKAJI
INE917I01010,Bajaj Auto Limited,both nse/bse,BAJAJ-AUTO,532977,BAJAJ-AUTO
INE933K01021,Bajaj Consumer Care Limited,both nse/bse,BAJAJCON,533229,BAJAJCON
INE193E01025,Bajaj Electricals Limited,both nse/bse,BAJAJELEC,500031,BAJAJELEC
INE296A01032,Bajaj Finance Limited,both nse/bse,BAJFINANCE,500034,BAJFINANCE
INF0QA701CI0,Bajaj Finserv BSE Top 10 Banks ETF,bse,,544827,BANK10BETF
INE918I01026,Bajaj Finserv Limited,both nse/bse,BAJAJFINSV,532978,BAJAJFINSV
INF0QA701722,Bajaj Finserv Nifty 50 ETF,bse,,544092,NIFTYBETF
INF0QA701714,Bajaj Finserv Nifty Bank ETF,bse,,544093,BANKBETF
INE553H01015,Bajaj Global Ltd,bse,,512261,BAJGLOB
INE411U01027,Bajaj Healthcare Limited,both nse/bse,BAJAJHCARE,539872,BAJAJHCARE
INE306A01021,Bajaj Hindusthan Sugar Limited,both nse/bse,BAJAJHIND,500032,BAJAJHIND
INE118A01012,Bajaj Holdings & Investment Limited,both nse/bse,BAJAJHLDNG,500490,BAJAJHLDNG
INE377Y01014,Bajaj Housing Finance Limited,both nse/bse,BAJAJHFL,544252,BAJAJHFL
INE704G01024,Bajaj Steel Industries Limited,both nse/bse,BAJAJST,507944,BAJAJST
INE0KQN01018,Bajel Projects Limited,both nse/bse,BAJEL,544042,BAJEL
INE083D01012,Bal Pharma Limited,both nse/bse,BALPHARMA,524824,BALPHARMA
INE050E01027,Balaji Amines Limited,both nse/bse,BALAMINES,530999,BALAMINES
INE794B01026,Balaji Telefilms Limited,both nse/bse,BALAJITELE,532382,BALAJITELE
INE618N01022,BALAXI PHARMACEUTICALS LIMITED,nse,BALAXI,,
INE119R01014,Balgopal Commercial Ltd,bse,,539834,BALGOPAL
INE787D01026,Balkrishna Industries Limited,both nse/bse,BALKRISIND,502355,BALKRISIND
INE875R01011,Balkrishna Paper Mills Limited,both nse/bse,BALKRISHNA,539251,BALKRISHNA
INE164A01016,Balmer Lawrie & Company Limited,both nse/bse,BALMLAWRIE,523319,BALMLAWRIE
INE525F01025,Balmer Lawrie Investments Limited,both nse/bse,BLIL,532485,BLIL
INE119A01028,Balrampur Chini Mills Limited,both nse/bse,BALRAMCHIN,500038,BALRAMCHIN
INE011E01029,Balu Forge Industries Limited,both nse/bse,BALUFORGE,531112,BALUFORGE
INE654B01014,Balurghat Technologies Ltd,bse,,520127,BALTE
INE921D01013,Bambino Agro Industries Ltd,bse,,519295,BAMBINO
INE802A01037,Bampsl Securities Ltd,bse,,531591,BAMPSL
INE655B01011,Banaras Beads Limited,both nse/bse,BANARBEADS,526849,BANARBEADS
INE521L01030,Banas Finance Ltd,bse,,509053,BANASFN
INE213C01025,Banco Products (I) Limited,both nse/bse,BANCOINDIA,500039,BANCOINDIA
INE875N01036,Bandaram Pharma Packtech Ltd,bse,,524602,BANDARAM
INE545U01014,Bandhan Bank Limited,both nse/bse,BANDHANBNK,541153,BANDHANBNK
INF194KA1T91,Bandhan S&P BSE SENSEX ETF,bse,,540154,IDFSENSEXE
INE863I01016,Bang Overseas Limited,both nse/bse,BANG,532946,BANG
INE028A01039,Bank of Baroda,both nse/bse,BANKBARODA,532134,BANKBARODA
INE084A01016,Bank of India,both nse/bse,BANKINDIA,532149,BANKINDIA
INE457A01014,Bank of Maharashtra,both nse/bse,MAHABANK,532525,MAHABANK
INE862Y01015,Banka BioLoo Limited,nse,BANKA,,
INE186H01022,Bannari Amman Spinning Mills Limited,both nse/bse,BASML,532674,BASML
INE459A01010,Bannari Amman Sugars Limited,both nse/bse,BANARISUG,500041,BANARISUG
INE319Q01012,Bansal Roofing Products Ltd,bse,,538546,BRPL
INE0B9K01025,Bansal Wire Industries Limited,both nse/bse,BANSALWIRE,544209,BANSALWIRE
INE856E01019,Bansisons Tea Industries Ltd,bse,,519353,BANSTEA
INE629D01020,Banswara Syntex Limited,both nse/bse,BANSWRAS,503722,BANSWRAS
INE139I01011,Barak Valley Cements Limited,both nse/bse,BVCL,532916,BVCL
INF251K01TL6,Baroda BNP Paribas Nifty Bank ETF,bse,,544196,BBNPNBETF
INE927K01023,Baroda Extrusion Ltd,bse,,513502,BAROEXT
INE461A01024,Baroda Rayon Corporation Ltd,bse,,500270,BARODARY
INE473E01021,Basant Agro Tech India Ltd-$,bse,,524687,BASANTGL
INE373A01013,BASF India Limited,both nse/bse,BASF,500042,BASF
INE176A01028,Bata India Limited,both nse/bse,BATAINDIA,500043,BATAINDIA
INE177C01022,Batliboi Limited,both nse/bse,BATLIBOI,522004,BATLIBOI
INE462A01022,Bayer Cropscience Limited,both nse/bse,BAYERCROP,506285,BAYERCROP
INE217E01014,Bazel International Ltd,bse,,539946,BAZELINTER
INE788D01016,BCC Fuba India Ltd,bse,,517246,BCCFUBA
INE412G01024,Bcl Industries Limited,both nse/bse,BCLIND,524332,BCLIND
INE00SW01015,BCPL Railway Infrastructure Limited,both nse/bse,BCPL,542057,BCPL
INE278D01018,BDH Industries Ltd,bse,,524828,BDH
INE520H01022,Beardsell Limited,nse,BEARDSELL,,
INE844K01012,Bedmutha Industries Limited,both nse/bse,BEDMUTHA,533270,BEDMUTHA
INE213D01015,Beekay Steel Industries Limited,both nse/bse,BEEKAY,539018,BEEKAY
INE052B01011,Beeyu Overseas Ltd,bse,,532645,BEEYU
INE13VU01016,Beezaasan Explotech Ltd,bse,,544369,BEEZAASAN
INE425F01028,Befound Movement Ltd,bse,,511585,BEFOUNDMOL
INE363L01045,Belding India Ltd,bse,,513307,BELDING
INE344T01014,Bella Casa Fashion & Retail Limited,both nse/bse,BELLACASA,539399,BELLACASA
INE894V01022,Belrise Industries Limited,both nse/bse,BELRISE,544405,BELRISE
INE142E01022,Bemco Hydraulics Ltd,bse,,522650,BEMHY
INE0N7W01012,BEML Land Assets Limited,both nse/bse,BLAL,543898,BLAL
INE258A01024,BEML Limited,both nse/bse,BEML,500048,BEML
INE495Z01011,Benara Bearings and Pistons Ltd,bse,,541178,BENARA
INE664D01019,Benares Hotels Ltd,bse,,509438,BENARAS
INE0Q2Z01013,Benchmark Computer Solutions Ltd,bse,,544052,BENCHMARK
INE083K01017,Bengal & Assam Company Limited,both nse/bse,BENGALASM,533095,BENGALASM
INE523W01017,Bengal Steel Industries Ltd,bse,,512404,BENGALS
INE665D01016,Bengal Tea & Fabrics Ltd,bse,,532230,BENGALT
INE496M01017,Bentley Commercial Enterprises Ltd,bse,,512195,BENTCOM
INE463A01038,Berger Paints (I) Limited,both nse/bse,BERGEPAINT,509480,BERGEPAINT
INE348I01018,Bervin Investment & Leasing Ltd,bse,,531340,BERVINL
INE415H01017,Beryl Drugs Ltd,bse,,524606,BERLDRG
INE508J01015,Beryl Securities Ltd,bse,,531582,BERYLSE
INE052T01021,Best Agrolife Limited,both nse/bse,BESTAGRO,539660,BESTAGRO
INE553F01035,Best Eastern Hotels Ltd,bse,,508664,BESTEAST
INE351Y01019,Beta Drugs Limited,nse,BETA,,
INE765L01017,Betex India Ltd,bse,,512477,BETXIND
INE878K01010,BF Investment Limited,both nse/bse,BFINVEST,533303,BFINVEST
INE243D01012,BF Utilities Limited,both nse/bse,BFUTILITIE,532430,BFUTILITIE
INE948Q01018,BFL Asset Finvest Ltd,bse,,539662,BFLAFL
INE443D01018,BGIL Films & Technologies Ltd,bse,,511664,BGIL
INE661I01014,BGR Energy Systems Limited,both nse/bse,BGRENERGY,532930,BGRENERGY
INE099C01010,Bhagawati Gas Ltd,bse,,500051,BHAGGAS
INE026I01010,Bhagawati Oxygen Ltd,bse,,509449,BHAGWOX
INE354C01027,Bhageria Industries Limited,both nse/bse,BHAGERIA,530803,BHAGERIA
INE414D01027,Bhagiradha Chemicals & Industries Limited,both nse/bse,BHAGCHEM,531719,BHAGCHEM
INE106G01014,Bhagwati Autocast Ltd,bse,,504646,BGWTATO
INE458B01036,Bhagyanagar India Limited,both nse/bse,BHAGYANGR,512296,BHAGYANGR
INE474E01029,Bhandari Hosiery Exports Limited,both nse/bse,BHANDARI,512608,BHANDARI
INE336Q01016,Bhanderi Infracon Ltd,bse,,538576,BHANDERI
INE922A01025,Bhansali Engineering Polymers Limited,both nse/bse,BEPL,500052,BEPL
INF109KB15Y7,BHARAT 22 ETF - ICICI Prudential AMC,bse,,540787,ICICIB22
INE842D01029,Bharat Agri Fert & Realty Ltd,bse,,531862,BHARATAGRI
INE900A01013,Bharat Bhushan Finance & Commodity Brokers Ltd,bse,,511501,BHARAT
INE464A01036,Bharat Bijlee Limited,both nse/bse,BBL,503960,BBL
INE05XR01022,Bharat Coking Coal Limited,both nse/bse,BHARATCOAL,544678,BHARATCOAL
INE171Z01026,Bharat Dynamics Limited,both nse/bse,BDL,541143,BDL
INE263A01024,Bharat Electronics Limited,both nse/bse,BEL,500049,BEL
INE465A01025,Bharat Forge Limited,both nse/bse,BHARATFORG,500493,BHARATFORG
INE561C01019,Bharat Gears Limited,both nse/bse,BHARATGEAR,505688,BHARATGEAR
INE893C01032,Bharat Global Developers Ltd,bse,,521238,BGDL
INE257A01026,Bharat Heavy Electricals Limited,both nse/bse,BHEL,500103,BHEL
INE994B01014,Bharat Immunologicals & Biologicals Corporation Ltd-$,bse,,524663,BIBCL
INE365Y01019,Bharat Parenterals Ltd,bse,,541096,BPLPHARMA
INE029A01011,Bharat Petroleum Corporation Limited,both nse/bse,BPCL,500547,BPCL
INE838B01021,Bharat Rasayan Limited,both nse/bse,BHARATRAS,590021,BHARATRAS
INE727S01012,Bharat Road Network Limited,both nse/bse,BRNL,540700,BRNL
INE415D01024,Bharat Seats Limited,both nse/bse,BHARATSE,523229,BHARATSE
INE316L01019,Bharat Wire Ropes Limited,both nse/bse,BHARATWIRE,539799,BHARATWIRE
INE0QMV01017,Bharatrohan Airborne Innovations Ltd,bse,,544535,BHARATROHAN
INE397D01024,Bharti Airtel Limited,both nse/bse,BHARTIARTL,532454,BHARTIARTL
INE343G01021,Bharti Hexacom Limited,both nse/bse,BHARTIHEXA,544162,BHARTIHEXA
INE828A01016,Bhartiya International Limited,both nse/bse,BIL,526666,BIL
INE972C01018,Bhaskar Agrochemicals Ltd,bse,,524534,BHASKAGR
INE0KQ001017,Bhatia Colour Chem Ltd,bse,,543497,BCCL
INE341Z01025,Bhatia Communications & Retail (India) Ltd,bse,,540956,BHATIA
INE18PB01017,Bhavik Enterprises Ltd,bse,,544551,BHAVIK
INE436C01014,Bhilwara Spinners Ltd,bse,,514272,BHILSPIN
INE274K01012,Bhilwara Technical Textiles Limited,both nse/bse,BTTL,533108,BTTL
INE432N01010,Bhudevi Infra Projects Ltd,bse,,526488,BHUDEVI
INE412U01025,Bigbloc Construction Limited,both nse/bse,BIGBLOC,540061,BIGBLOC
INE819C01011,Bihar Sponge Iron Ltd,bse,,500058,BIHSPONG
INE00E101023,Bikaji Foods International Limited,both nse/bse,BIKAJI,543653,BIKAJI
INE071A01013,BIL VYAPAR LIMITED,both nse/bse,BILVYAPAR,500059,BILVYAPAR
INE986A01012,Bilcare Limited,both nse/bse,BI,526853,BI
INE0HOQ01053,Billionbrains Garage Ventures Limited,both nse/bse,GROWW,544603,GROWW
INE0CRS01012,Billwin Industries Ltd,bse,,543209,BILLWIN
INE469A01019,Bimetal Bearings Limited,both nse/bse,BIMETAL,505681,BIMETAL
INE626H01019,Binayak Tex Processors Ltd,bse,,523054,ZBINTXPP
INE564V01013,Bindal Exports Ltd,bse,,540148,BINDALEXPO
INE376G01013,Biocon Limited,both nse/bse,BIOCON,532523,BIOCON
INE829A01014,Biofil Chemicals & Pharmaceuticals Limited,both nse/bse,BIOFILCHEM,524396,BIOFILCHEM
INE703D01023,Biogen Pharmachem Industries Ltd,bse,,531752,BIOGEN
INE800A01015,Birla Cable Limited,both nse/bse,BIRLACABLE,500060,BIRLACABLE
INE340A01012,Birla Corporation Limited,both nse/bse,BIRLACORPN,500335,BIRLACORPN
INE372E01025,Birla Precision Technologies Limited,both nse/bse,BIRLAPREC,522105,BIRLAPREC
INE557A01011,BirlaNu Limited,both nse/bse,BIRLANU,509675,BIRLANU
INE836A01035,BIRLASOFT LIMITED,both nse/bse,BSOFT,532400,BSOFT
INE839A01021,Bits Ltd,bse,,526709,BITS
INE0OJ401014,Bizotic Commercial Ltd,bse,,543926,BIZOTIC
INE356C01022,BKV Industries Ltd,bse,,519500,BKV
INE676A01027,Black Box Limited,both nse/bse,BBOX,500463,BBOX
INE761G01016,Black Rose Inds. Limited,both nse/bse,BLACKROSE,514183,BLACKROSE
INE0UIZ01018,BLACKBUCK LIMITED,both nse/bse,BLACKBUCK,544288,BLACKBUCK
INE791A01024,BLB Limited,both nse/bse,BLBLIMITED,532290,BLBLIMITED
